"title";"description";"skillType";"uri"
"develop corporate training programmes";"Design, create and review new corporate training programmes to meet the developmental demands of a certain organisation. Analyse the efficiency of these educational modules and apply changes to it if necessary.";"skill";"http://data.europa.eu/esco/skill/ebff1a39-7261-49cd-9cb2-88f565e8dc26"
"assist with filling fuel tanks of vehicles";"Aid fuel station customers in refilling their tanks with gasoline or diesel fuel; operate fuel pump.";"skill";"http://data.europa.eu/esco/skill/2d76d6aa-71a9-44ac-9f5e-367193e1c835"
"oversee granulation operations";"Oversee the operations performed within the granulation process, in order to detect any deviations or problems, ensuring the quality standards are kept.";"skill";"http://data.europa.eu/esco/skill/be5e76dd-3e02-474c-a8d5-be3eb02bf319"
"design open spaces";"Design social areas and open spaces working in cooperation with communities, clients and other professionals.";"skill";"http://data.europa.eu/esco/skill/dae7b6eb-dea0-4298-9554-d951656e9389"
"use intuition in booking projects";"Be at the forefront of trends and take some risks to book artistic projects.";"skill";"http://data.europa.eu/esco/skill/a5e948ff-4a56-45a7-bb7d-13b509b7bf12"
"drive mobile heavy construction equipment";"Drive movable heavy equipment used in construction. Load the equipment onto low loaders, or unload it. Judiciously drive equipment on public roads when required.";"skill";"http://data.europa.eu/esco/skill/b8c1e014-1f54-480a-bf0f-2ef3d2d275e8"
"maintain professional administration";"File and organise professional administration documents comprehensively, keep customer records, fill in forms or log books and prepare documents about company-related matter.";"skill";"http://data.europa.eu/esco/skill/8ebb2c0a-0baa-43bf-95cf-094047c57427"
"carry out inventory control accuracy";"Implement control procedures and documentation related to inventory transactions.";"skill";"http://data.europa.eu/esco/skill/53815c73-d352-4d4d-92cb-fb7020cbd8e6"
"make architectural mock-ups";"Make a scale model that represents the vision and specifications of the construction project to allow the design team to review details such as colour and materials selection, and to show and discuss the project with the customers.";"skill";"http://data.europa.eu/esco/skill/788df1e1-2991-455a-862e-062897f2a14e"
"perform granulation equipment transfer";"Perform the loading and unloading of granulation equipment.";"skill";"http://data.europa.eu/esco/skill/9f23a9cc-36a4-477b-a38b-9d4cb4f58c54"
"operate jackhammer";"Use a jackhammer, either manually or attached to a mobile piece of heavy equipment, to break up material.";"skill";"http://data.europa.eu/esco/skill/9f4f42a1-441d-401f-b0ea-cf4ff82816a7"
"demolish selectively";"Demolish a structure, or part of it, using selective demolition. Identify the different materials in the building and assess their reusability and value. Remove any reusable materials without damaging them.";"skill";"http://data.europa.eu/esco/skill/3bf93cf6-2b6f-46ad-b0ba-3b161379bac1"
"analyse granulated mixture";"Analyse the mixtures in order to establish the granules size ranges.";"skill";"http://data.europa.eu/esco/skill/74e46498-7df0-4457-846b-499a13619251"
"tend ion-exchange equipment";"Tend the equipment used for mineral salts removal from water. This involves ion-exchange equipment.";"skill";"http://data.europa.eu/esco/skill/92ea39c9-48c9-481c-b8e8-2dd2db33fa1a"
"manage email hosting service";"Oversee the day-to-day running of a private email platform by maintaining and refining provided services, such as spam and virus protection, blocking advertisement, website redesigns and search engine optimisation.";"skill";"http://data.europa.eu/esco/skill/f8f1f725-0105-41fa-9887-4df9e7a7af1e"
"apply ICT system usage policies";"Follow written and ethical laws and policies regarding proper ICT system usage and administration.";"skill";"http://data.europa.eu/esco/skill/9707091a-323b-4240-877a-5999a19286f0"
"protect surfaces during construction work";"Cover floors, ceiling, skirting boards and any other surfaces with various materials such as plastic or textile to keep them from being damaged or stained when performing construction or renovation work like painting or plastering.";"skill";"http://data.europa.eu/esco/skill/30bfd573-ab0b-457e-95fa-851dc681af60"
"behavioural therapy";"The characteristics and foundations of behavioural therapy, which focuses on changing patients` unwanted or negative behaviour. It involves studying the present behaviour and the means by which this can be un-learned.";"knowledge";"http://data.europa.eu/esco/skill/c23d5c30-f9ce-4ffb-9c27-de3c9119e244"
"create smooth wood surface";"Shave, plane and sand wood manually or automatically to produce a smooth surface.";"skill";"http://data.europa.eu/esco/skill/5df6be8c-c4ff-4bef-b744-3d502e5e5330"
"promote the safeguarding of young people";"Understand safeguarding and what should be done in cases of actual or potential harm or abuse.";"skill";"http://data.europa.eu/esco/skill/98a0c718-40b1-4a4f-a366-b8155f238d9b"
"maintain manufacturing rooms";"Maintain the cleanliness of rooms when the manufacturing process is finished and the product is completed according to Standard Operating Procedures (SOP).";"skill";"http://data.europa.eu/esco/skill/f005306e-5de6-4b23-bd5f-65d8b542b83a"
"prepare building permit applications";"Fill in the forms and prepare any additional documentation needed to file an application to receive the construction permit required for erecting, renovating, and modifying buildings.";"skill";"http://data.europa.eu/esco/skill/aaffe2b8-60b7-468c-8b21-477ef753c390"
"advise customers on bicycles";"Provide customers with information on the several types and functionalities of bicycles. Help customers find the type of bicycle that fits their need.";"skill";"http://data.europa.eu/esco/skill/1ae87121-b1c6-4295-a8b6-63b055f653ff"
"prepare cleaning materials for window cleaning";"Ensure the appropriate preparation of the cleaning products and equipment such as ladders, cradles and rope access equipment required to clean windows at heights.";"skill";"http://data.europa.eu/esco/skill/be3e49f5-c9ff-4ddc-a811-c345a8010c35"
"theoretical lexicography";"The academic field dealing with the syntagmatic, paradigmatic, and semantic relationships within the vocabulary of a certain language.";"knowledge";"http://data.europa.eu/esco/skill/07022138-d9c9-48cb-81da-6a18cba5c3be"
"ensure store security";"Implement and monitor security measures within the store; be vigilant about shoplifters and fraudulent use of credit cards.";"skill";"http://data.europa.eu/esco/skill/f2aeb587-32fc-4a2c-af4c-07fbb82f7287"
"develop an artistic framework";"Develop a specific framework for research, creation and completion of artistic work.";"skill";"http://data.europa.eu/esco/skill/273eb12c-7c34-41d2-afd2-c0222bf853bc"
"zoning codes";"The division of land into zones where various uses and activities are allowed, such as residential, agricultural, and industrial activities. These zones are regulated by legislative procedures and local authorities.";"knowledge";"http://data.europa.eu/esco/skill/76654176-5cc8-4cb3-b307-4ef1b6c2543c"
"apply restoration techniques";"Select and apply appropriate restoration techniques in order to achieve the required restoration goals. This encompasses preventive measures, remedial measures, restoration processes and management processes.";"skill";"http://data.europa.eu/esco/skill/20b9852f-a445-4097-8273-4a18fa6bfff0"
"ICT market";"The processes, stakeholders and the dynamics of the chain of goods and services in the ICT market sector.";"knowledge";"http://data.europa.eu/esco/skill/e5609f89-0daf-40bb-bd6b-94f5d7498131"
"store performance equipment";"Safely dismantle sound, light and video equipment after a performance event. Make sure the equipment is correctly stored away.";"skill";"http://data.europa.eu/esco/skill/eca40476-bf90-44fd-b318-c609ab083bc4"
"fish varieties";"The different types and varieties of fish on the market.";"knowledge";"http://data.europa.eu/esco/skill/f1e33e6b-890d-4a4d-96bc-590540e7f5dd"
"legislation about animal origin products";"The applicable legal rules on temperature, waste materials, traceability, labelling, trading, and the transport of animal origin products. ";"knowledge";"http://data.europa.eu/esco/skill/1289bd81-8daf-4e7c-bb46-6bbfe9141c49"
"perform product planning";"Identify and articulate market requirements that define a product’s feature set. Product planning serves as the basis for decisions about price, distribution and promotion.";"skill";"http://data.europa.eu/esco/skill/d15ba5cb-9212-4a90-85af-2c560da59925"
"supervise worker safety";"Ensure safety of site personnel; supervise correct use of protective equipment and clothing; understand and implement safety procedures.";"skill";"http://data.europa.eu/esco/skill/6badc79b-4353-4f95-b248-57a9ed07c7ac"
"rhetoric";"The art of discourse that aims at improving the ability of writers and speakers to inform, persuade or motivate their audience.";"knowledge";"http://data.europa.eu/esco/skill/aa56a80c-b4d5-495c-9c15-70b5a7933911"
"train staff in safety procedures";"Educate and train team members in the safety procedures relevant to the mission of the team.";"skill";"http://data.europa.eu/esco/skill/4ef70fd4-d340-4524-b7ad-f9f7baeab96c"
